text	label
10새,10새기,10새리,10세리,10쉐이,10쉑,10스,10쌔, 10쌔기,10쎄,10알,10창,10탱,18것,18넘,18년,18노,18놈,18뇬,18럼,18롬,18새,18새끼,18색,18세끼,18세리,18섹,18쉑,18스,18아,ㄱㅐ,ㄲㅏ,ㄲㅑ,ㄲㅣ,ㅅㅂㄹㅁ,ㅅㅐ,ㅆㅂㄹㅁ,ㅆㅍ,ㅆㅣ,ㅆ앙,ㅍㅏ,凸, 갈보,갈보년,강아지,같은년,같은뇬,개같은,개구라,개년,개놈,개뇬,개대중,개독,개돼중,개랄,개보지,개뻥,개뿔,개새,개새기,개새끼,개새키,개색기,개색끼,개색키,개색히,개섀끼,개세,개세끼,개세이,개소리,개쑈, 개쇳기,개수작,개쉐,개쉐리,개쉐이,개쉑,개쉽,개스끼,개시키,개십새기, 개십새끼,개쐑,개씹,개아들,개자슥,개자지,개접,개좆,개좌식,개허접,걔새,걔수작,걔시끼,걔시키,걔썌,걸레,게색기,게색끼,광뇬,구녕,구라,구멍,그년,그새끼,냄비,놈현,뇬,눈깔,뉘미럴,니귀미,니기미,니미,니미랄,니미럴,니미씹,니아배,니아베,니아비,니어매,니어메,니어미,닝기리,닝기미,대가리,뎡신,도라이,돈놈,돌아이,돌은놈,되질래,뒈져,뒈져라,뒈진,뒈진다,뒈질, 뒤질래,등신,디져라,디진다,디질래,딩시,따식,때놈,또라이,똘아이,똘아이,뙈놈,뙤놈,뙨넘,뙨놈,뚜쟁,띠바,띠발,띠불,띠팔,메친넘,메친놈,미췬, 미췬,미친,미친넘,미친년,미친놈,미친새끼,미친스까이,미틴,미틴넘,미틴년, 미틴놈,바랄년,병자,뱅마,뱅신,벼엉신,병쉰,병신,부랄,부럴,불알,불할,붕가,붙어먹,뷰웅,븅,븅신,빌어먹,빙시,빙신,빠가,빠구리,빠굴,빠큐,뻐큐,뻑큐,뽁큐,상넘이,상놈을,상놈의,상놈이,새갸,새꺄,새끼,새새끼,새키,색끼,생쑈,세갸,세꺄,세끼,섹스,쇼하네,쉐,쉐기,쉐끼,쉐리,쉐에기,쉐키,쉑,쉣,쉨,쉬발,쉬밸,쉬벌,쉬뻘,쉬펄,쉽알,스패킹,스팽,시궁창,시끼,시댕,시뎅,시랄,시발,시벌,시부랄,시부럴,시부리,시불,시브랄,시팍,시팔,시펄,신발끈,심발끈,심탱,십8,십라,십새,십새끼,십세,십쉐,십쉐이,십스키,십쌔,십창,십탱,싶알,싸가지,싹아지,쌉년,쌍넘,쌍년,쌍놈,쌍뇬,쌔끼, 쌕,쌩쑈,쌴년,썅,썅년,썅놈,썡쇼,써벌,썩을년,썩을놈,쎄꺄,쎄엑, 쒸벌,쒸뻘,쒸팔,쒸펄,쓰바,쓰박,쓰발,쓰벌,쓰팔,씁새,씁얼,씌파,씨8, 씨끼,씨댕,씨뎅,씨바,씨바랄,씨박,씨발,씨방,씨방새,씨방세,씨밸,씨뱅,씨벌,씨벨,씨봉,씨봉알,씨부랄,씨부럴,씨부렁,씨부리,씨불,씨붕,씨브랄, 씨빠,씨빨,씨뽀랄,씨앙,씨파,씨팍,씨팔,씨펄,씸년,씸뇬,씸새끼,씹같,씹년,씹뇬,씹보지,씹새,씹새기,씹새끼,씹새리,씹세,씹쉐,씹스키,씹쌔,씹이,씹자지,씹질,씹창,씹탱,씹퇭,씹팔,씹할,씹헐,아가리,아갈,아갈이,아갈통,아구창,아구통,아굴,얌마,양넘,양년,양놈,엄창,엠병,여물통,염병,엿같,옘병,옘빙,오입,왜년,왜놈,욤병,육갑,은년,을년,이년,이새끼,이새키,이스끼,이스키,임마,자슥,잡것,잡넘,잡년,잡놈,저년,저새끼,접년,젖밥,조까,조까치,조낸,조또,조랭,조빠,조쟁이,조지냐,조진다,조찐,  조질래,존나,존나게,존니,존만, 존만한,좀물,좁년,좆,좁밥,좃까,좃또,좃만,좃밥,좃이,좃찐,좆같,좆까,좆나,좆또,좆만,좆밥,좆이,좆찐,좇같,좇이,좌식,주글,주글래,주데이,주뎅,주뎅이,주둥아리,주둥이,주접,주접떨,죽고잡,죽을래,죽통,쥐랄,쥐롤,쥬디,지랄,지럴,지롤,지미랄,짜식,짜아식,쪼다,쫍빱,찌랄,창녀,캐년,캐놈,캐스끼,캐스키,캐시키,탱구,팔럼,퍽큐,호로,호로놈,호로새끼,호로색,호로쉑,호로스까이,호로스키,후라들,후래자식,후레,후뢰,씨ㅋ발,ㅆ1발,씌발,띠발,띄발,뛰발,띠ㅋ발,뉘뮈	1
못배운티내지말고 ㅋㅋ	1
ㄴ7ㅁ	1
간나새끼	1
애새끼가 초딩도 아니고 ㅋㅋㅋㅋ	1
나가라	1
tlqkf	1
호로새끼	1
사발	1
개호로잡년	1
"""개년"","	1
108새끼	1
10알	1
10새	1
짱깨	1
어멈어스	1
ㅈㄱㅊㅇ	1
731부대의 후예라 그런지 가학적인 아이디어는 세계최고임 이래서 애교만 떨어도 돈 벌리는 한국에 기를 써서 진출하려고 하지조센남자들은 또 이쁜여자만 보면 사족을 못쓰며 공주대접해주는 놈들이니	1
염병	1
씨발	1
페미	1
싸발	1
느그어매탈모	1
"""개놈"","	1
10JIL	1
10창	1
10새기	1
니 유미	1
니엄쩔	1
씌벌련	1
재앙이한건햇노	1
미친?	1
개새끼	1
가정교육	1
씨불	1
니 어매 내 여친	1
"""개뇬"","	1
10넘	1
10탱	1
10새리	1
니 매미	1
노무현	1
@ㅐ미	1
글쓴이 와꾸 승리에 비하면 방사능 피폭 원숭이 일듯..	1
씨111발	1
7ㅐ새끼	1
지랄하네	1
씨벌	1
니꼬삼	1
"""개대중"","	1
10놈	1
10탱아	1
10세리	1
tlqkf	1
부엉이바위	1
애미교양도 없는년	1
마 씨발련 아 몇평이고 맷개드갔노 니 대하이햄하고 해밨나	1
집에 롱 패딩만 세 개다. 10년 더 입어야지 ㅋㅋ|0	1
새77ㅣ	1
씨바	1
^^ㅣ발	1
좆	1
"""개독"","	1
10발넘	1
10팔	1
10쉐이	1
ㅅ1발	1
게이야	1
^ㅣ발	1
꽃다발사들고 알바하는곳찾아가서 무릎꿇고 '내 마음을 받아줄래 지영아?' 하면 바로 넘어온다 여자들 이런거 존나좋아함	1
개소리야 니가 빨갱이를 옹호하고 드루킹을 ㅇㅇ짓이라고 말못해서 삐진거야 빨갱아|1	1
7ㅐ새77ㅣ	1
잡년	1
노애미	1
까좆	1
"""개돼중"","	1
10발년	1
10팔년	1
10쉑	1
ㅈ나게	1
게이	1
니 #ㅐ비	1
박근혜 안빠는데  보수통합 3원칙 인정함	1
세탁이라고 봐도 된다|0	1
?니 앰	1
정은이 	1
애미년	1
돼지년	1
"""개랄"","	1
10발놈	1
10팔놈	1
10스	1
니@ㅐ미	1
씹돼지련	1
나가 뒤져라 그냥	1
대가리에 필터없는 연봉 30억 강사vs대가리가 없는 용접공	1
애새끼가 초딩도 아니고 ㅋㅋㅋㅋ |1	1
너네 아빠가 나보다 잘 빨더라	1
조나	1
애미디진	1
"""개뻥"","	1
10밸넘	1
10팔연	1
10쌔	1
ㅆ발련아	1
씹퇴물	1
유미 뒤진련	1
뭐저런 골빈 ㄴ이 다있냐 ㅋㅋㅋ 저런게 학원강사라고? 애들이 불쌍	1
731부대의 후예라 그런지 가학적인 아이디어는 세계최고임 이래서 애교만 떨어도 돈 벌리는 한국에 기를 써서 진출하려고 하지조센남자들은 또 이쁜여자만 보면 사족을 못쓰며 공주대접해주는 놈들이니|1	1
목자르는동영상	1
존나	1
야발	1
"""개뿔"","	1
10밸놈	1
10할년	1
 10쌔기	1
그...없나?	1
ㄴㄱㅁ	1
조용히해	1
정신병자 천국이구나	1
재앙이한건햇노|1	1
목자르는 동영상	1
쥐랄	1
페미니스트	1
"""개새"","	1
10밸늠	1
10할연	1
10쎄	1
ㅂ신아	1
ㄴㅇㅁ	1
ㅋㅋ 니앰	1
깍새들이 시발 존나강요하더라	1
글쓴이 와꾸 승리에 비하면 방사능 피폭 원숭이 일듯..|1	1
김선일동영상	1
wlfkf	1
소시오새끼	1
"""개새기"","	1
10버지	1
18넘	1
10알	1
ㅆㅂ	1
니엄쩔	1
느금마 하이드로펌프 쩔더라	1
리뷰쓴 새끼가 쓰레기 맞지저건 ㅋㅋㅋ 존나 악랄하게 사진찍어 올리는데	1
마 씨발련 아 몇평이고 맷개드갔노 니 대하이햄하고 해밨나|1	1
김선일 동영상	1
qudtls	1
사이코새끼	1
"""개새끼"","	1
10새기	1
18년	1
10창	1
ㅅㅂ	1
씨발	1
씨발 쇠꼬챙이였노	1
틀딱 씨발새끼들아 다꺼져라 냄새나니까	1
은행에 대출 상담 받으러 가보면 직업의 귀천 바로 알려줌|0	1
007섹스샵	1
병신	1
사이코새1끼	1
"""개새키"","	1
10새끼	1
18놈	1
10탱	1
ㅄ	1
시발	1
창녀	1
내가 세금 안내면 너 같은 동사무소에서 프린트나 하는 새끼는 월급 못받고 굶어 뒈져야 돼 병신새끼야.	1
ㅋㅋㅋㅋㅋ|0	1
007섹스티브이	1
니애미	1
소시오새1끼	1
"""개색기"","	1
10새리	1
18눔	1
18것	1
ㄷㅊ	1
ㅅ발	1
디시충 김태영	1
원래 수준이 그래	1
ㄹㅇㅋㅋㅋ|0	1
007섹스티비	1
느금	1
느엄	1
"""개색끼"","	1
10새야	1
18늠	1
18넘	1
ㅄㄴㅇ	1
ㅆ발	1
아프리카 원주민	1
전에 제주도 여행 갔는데 폭포 앞에 사진 잘나오는 포토존에서 사진 찍는거 기다렸는데 앞의 6명의 짱게이 때문에 짜증남먼저 6명 각자 한장씩 찍음다음 번갈아 가면서 둘이나  셋이서 짝 지어서 찍음 정말 끝나서 싶어 찍을려고 하니 그  6명이 다 모여서 포즈 바꿔가면서 또 사진 찍음이지랄 하고 있음	1
우리지역군데 금태섭 뽑으면 안되지? 그래도 자한당 뻡아야겠지?|0	1
009sex	1
뒤져	1
섹1스	1
"""개색키"","	1
10새퀴	1
18세끼	1
18년	1
ㄴㅇㅁ	1
ㅅㅂ	1
현재 댓글보면서	1
짱깨들 말하는 거임? 짱깨국이 무상의료라고?	1
꽃다발사들고 알바하는곳찾아가서 무릎꿇고 '내 마음을 받아줄래 지영아?' 하면 바로 넘어온다 여자들 이런거 존나좋아함|1	1
016섹스닷컴	1
뿌ㅏ	1
조랄	1
"""개색히"","	1
10섹	1
18쉑끼	1
18노	1
ㅂㄹㅈ년아	1
ㅄ	1
욕설 적고있죠	1
빡대가리들에게 방법을 가르쳐주시면 ㅠㅜ	1
박근혜 안빠는데 보수통합 3원칙 인정함 |1	1
1004성인용품	1
니애미 내여친	1
마더뻐커	1
"""개섀끼"","	1
10쉑	1
18쎄리	1
18놈	1
걸레년	1
ㅂㅅ	1
시발 정작 지네들 자식은 몸쓰는일 안시킬거면서 개지랄떠네 ㅋㅋㅋ	1
대가리에 필터없는 연봉 30억 강사vs대가리가 없는 용접공|1	1
100boG	1
좆까	1
wlfkf	1
"""개세"","	1
10쎄끼	1
18쒜리	1
18뇬	1
ㅅㅂㅅㄲ	1
병신	1
니들 틀딱들 닭빨고 진빨고 중국빨고 그때그때 빠는새끼들임 닭이 친중하면 중국도 빨고 오성홍기절하고 아님? 억울하면 논리적으로 반박을 해 ㅋ	1
백정주제에 라고하는걸 비하라고 느낀다면 본인조차 직업에 자부심이 없는건데 |0	1
100bozy	1
족까	1
duaqud	1
"""개세끼"","	1
10쎈치	1
18쒝끼	1
18럼	1
개ㅐㅅ끼야	1
병1신ㅋㅋ	1
꼴리지는 않고 그냥 존나 귀엽다	1
이게 다 백인 탓이랑께|0	1
10sextv	1
애비	1
whwRk	1
"""개세이"","	1
10쎝치	1
18씨끼	1
18롬	1
ㅈ나	1
ㅄ새끼	1
크로캅이 본야스키 개털던거 생각나네 ㅋㅋㅋㅋㅋㅋ진짜 개잡듯 잡아팼지 ㅋㅋㅋㅋ전직 은행원 본야스키 ㅋ	1
뭐저런 골빈 ㄴ이 다있냐 ㅋㅋㅋ 저런게 학원강사라고? 애들이 불쌍|1	1
10섹스티브이	1
ㅗ	1
Tlqkf	1
"""개소리"","	1
10앨넘	1
2c8	1
18새	1
ㅈ만한새끼	1
ㅄ년	1
그러니깐 딜도로 쑤셔박아야한다는거지?	1
마감시간 다돼서 떨이하는 고기 사먹으면 식중독 518퍼네아 오래 된 것도 새 거처럼 둔갑해서 다음날 팔테니 떨이라는 개념이 아예 없을라나 |0	1
114성인용품	1
ㅗㅗ	1
smrma	1
"""개쇳기"","	1
10앨놈	1
2c팔	1
18새끼	1
어머니 만수무강	1
ㅄ련	1
꼬3	1
그래서 씨발롬아 PC가 나쁘다는 거야 좋다는 거야?	1
열사발 들이켜도 아깝지 않음|0	1
18sex	1
ㅗㅗㅗ	1
your mom	1
"""개수작"","	1
10앨늠	1
갈보	1
18색	1
ㅅㅂㄹㄴ	1
앰뒤	1
미쳤나 진짜 시발	1
정신병자 천국이구나|1	1
18sexTV	1
ㅗㅗㅗㅗ	1
your mother	1
"""개쉐"","	1
10이다	1
강간	1
18세끼	1
놈	1
진짜 몇시간씩 할 정도면 히로뽕맞고 하는거일수도있다경교대있을때 뽕쟁이 재소자 의무실간다고 계호할때인데 내보고 히로뽕하는게 단순하게 기분 좋은것보다 목적이 ㅅㅅ라던데비아그라보다 효과 좋단다 ㅋㅋㅋ	1
으따 옷 이딴건 필요 없당깨 현금으로 달랑깨 !|0	1
18x	1
ㅗㅗㅗㅗㅗ	1
you gay	1
"""개쉐리"","	1
10창	1
개넘	1
18세리	1
년	1
질렀으면 끝을 봐야지 ㅆㅂ 만나자해서 이야기해라 머리채 잡고 내가 너 좋와하면 안되냐 그담 허리띠를 풀고....	1
?|0	1
21섹스넷	1
ㅗㅗㅗㅗㅗㅗ	1
smrmaak	1
"""개쉐이"","	1
10챵	1
개년	1
18섹	1
련	1
앞머리 좀 자르던가 ㅅㅂ	1
난 사이트 마다 아이디/비번 다 다르고 난이도 높음엑셀 파일에 모든 아이디/비번 / 계좌정보 등등 다 들어 있고이 엑셀 파일에 비번만 기억함|0	1
24에로라이브	1
ㅗㅗㅗㅗㅗㅗㅗ	1
니me	1
"""개쉑"","	1
10탱	1
개놈	1
18쉑	1
새끼	1
그때 조언했으면 멱살부터 잡을놈이ㅋㅋ	1
깍새들이 시발 존나강요하더라|1	1
25라이브섹스	1
뒤져라	1
중지발기	1
"""개쉽"","	1
10팔년	1
개뇬	1
18스	1
새1끼	1
대구경북 당선조건 : 매국노	1
리뷰쓴 새끼가 쓰레기 맞지저건 ㅋㅋㅋ 존나 악랄하게 사진찍어 올리는데|1	1
33sexymall	1
fuch	1
무능지새끼	1
"""개스끼"","	1
10팔놈	1
개눔	1
18아	1
ㅅ1ㅂ	1
개찐따 답네 ㅋㅋㅋㅋㅋㅋ	1
ㅋㅋ ㅇㅈ 저런거에 앉아어 감전사 당할 수도|0	1
365섹스웹	1
fuck	1
탈모새끼	1
"""개시키"","	1
10팔뇬	1
개늠	1
ㄱㅐ	1
씹	1
노가다 다니기 싫으면 노력해서 살지 그랬냐 틀딱들아 ㅋㅋ니들 어릴적 꿈이 용접사였냐?상황이 ㅎㅌㅊ가 되니까 그나마 할만한 용접이나 한거고 하다보니 돈도 되고 존나 힘든데 보람도 느끼니까 사람된것처럼 느끼나 본데노가다는 노가다임 주제를 알고 살자	1
틀딱 씨발새끼들아 다꺼져라 냄새나니까|1	1
365포르노	1
fuck u	1
무정자증	1
"""개십새기"","	1
10팔색	1
개때꺄	1
ㄲㅏ	1
뒤졌나?	1
와 석유 나는 나라의 위엄이 바로 저런거로구나. 근데 저런 선진국이 될수 있는 나라가 일부 새끼들이 그 부를 독점하려고 차도르 씌우고 전쟁광 놀음 하고 있는거잖여	1
근데 그것 요즘 살짝 트렌드 지났더라.|0	1
365포르노테잎	1
fucking	1
고자	1
"""개십새끼"","	1
10팔섹	1
개때끼	1
ㄲㅑ	1
엄준식	1
ㅂㄷㅂㄷ ㅋㅋㅋㅋㅋ 중국 욕하니 ㅂㄷㅂㄷ 하죠 ㅋㅋㅋㅋㅋㅋㅋㅋ	1
군대에서 여군이 필요한가|0	1
386섹시매거진	1
fuck you	1
병신과 머저리	1
"""개쌔끼"","	1
10팔쉑	1
개또라이	1
ㄲㅣ	1
애1미	1
정치인위에 문재앙	1
ㅋㅋ복수할겨|0	1
3sextv	1
잼민이 새끼	1
틀	1
"""개쐑"","	1
10팔연	1
개똥	1
ㅅㅂㄹㅁ	1
안될거뭐있노?	1
무게치는거에 인생버린새끼들	1
내가 세금 안내면 너 같은 동사무소에서 프린트나 하는 새끼는 월급 못받고 굶어 뒈져야 돼 병신새끼야.|1	1
4SEX	1
탈모년	1
"""개쑈"","	1
10할년	1
개보지	1
ㅅㅐ	1
섹스	1
가세연에서 정규재 위장보수 분탕이라고 좆나깜 ㅋㅋㅋㅋㅋ	1
면도 뭔 스머프모자 쓰고왓네|0	1
4changamolca섹스코리아	1
개년	1
"""개씹"","	1
10할연	1
개부랄	1
ㅆㅂㄹㅁ	1
뷰지	1
이봐요 미친놈씨	1
사형 예지!|0	1
4kkasi	1
죽인다	1
"""개아들"","	1
18sus	1
개부럴	1
ㅆㅍ	1
자지	1
여자들 물뽕 처먹여 강간하고 동영상 찍은게 죄가 아니었구나 ㅋㅋ버닝썬이  중국 삼합회 자금 세탁소라면서?	1
당연히 많이볼수밖에...|0	1
588	1
곧휴	1
"""개자슥"","	1
18x	1
개불알	1
ㅆㅣ	1
보지	1
키 170 27살 따먹은여자 23명 ㅁㅌㅊ?	1
흑종원 ㅋㅋㅋㅋㅋㅋㅋㅋ|0	1
588show	1
느개비	1
"""개자식"","	1
18넘	1
개새	1
ㅆ앙	1
좆	1
막상 마주치면 쫄보 새끼 마냥 쳐다도 못 볼 새끼가 조디만 살아가 ㅋㅋㅋ	1
#ERROR!	1
588섹스코리아	1
틀딱	1
"""개접"","	1
18년	1
개새꺄	1
ㅍㅏ	1
후장	1
저런 도로에서 정차 하는거 봤냐? 당연히 저상황이면 4p가 아니라 브렘보 조상님이 와도 못세움. 내말은 최소 50키로 이상은 달릴꺼라고 가정하고 같이 도로를 공유하는건데. 시발럼아 그리고 저 사고는 차간거리가 문제가 아니야. 정차가 불가능한 도로에서 선건데 씨발. 참고로 블박차도 무적권 과실은 잡힘. 내가 말하는 적당함이라는건 사회적으로 용납이 가능한 암묵적인 룰 같은거지	1
원래 수준이 그래|1	1
588섹스코리아성인방송	1
도비년	1
"""개좆"","	1
18놈	1
개새끼	1
凸	1
짱깨	1
거짓말아니고 소방관들 저런거 존나 흔하다내가 입 털어도 몇 명 구속되겠네개방관들 진짜 개새끼들임	1
호주에서는 남자들이 동물보다 못한존재라던데ㅋㅋ|0	1
588섹스티비	1
미ㅣ	1
"""개좌식"","	1
18뇬	1
개새리	1
 갈보	1
빡대가리	1
박정희만세 문재인 개새끼 김대중씨발새끼 전라도 폭동	1
나베가 나베했네요!|0	1
588포르노	1
미친년	1
"""개처럼"","	1
18눔	1
개새야	1
갈보년	1
빡머가리	1
빠따로 전신마사지해주는데 모든사람들이 너무 기분좋았는지 엎드려서 잠만자더라	1
전에 제주도 여행 갔는데 폭포 앞에 사진 잘나오는 포토존에서 사진 찍는거 기다렸는데 앞의 6명의 짱게이 때문에 짜증남먼저 6명 각자 한장씩 찍음다음 번갈아 가면서 둘이나 셋이서 짝 지어서 찍음 정말 끝나서 싶어 찍을려고 하니 그 6명이 다 모여서 포즈 바꿔가면서 또 사진 찍음이지랄 하고 있음|1	1
5sexshop	1
니미	1
"""개허접"","	1
18늠	1
개색	1
강아지	1
한남	1
1절만해라 짤게에 또 글올리지말고 ㅋㅋㅋ	1
행함이 없어도 불경건한 자를 의롭다 하시는 그분을 믿는 사람에게는 그의 믿음이 의로 여겨지느니라.|0	1
69Time	1
니비	1
"""갱뱅"","	1
18새	1
개색기	1
같은년	1
소추	1
와 근데 너가 만약 짤같은 상황에서 성공하면 존나 꼴릴것같다.	1
짱깨들 말하는 거임? 짱깨국이 무상의료라고?|1	1
69XY성인디렉토리	1
니얼굴	1
"""걔새"","	1
18새끼	1
개색꺄	1
같은뇬	1
한녀	1
극혐이노 ㅅㅂ ㅋㅋㅋㅋ	1
빡대가리들에게 방법을 가르쳐주시면 ㅠㅜ|1	1
69n69성인몰	1
니 얼굴	1
"""걔수작"","	1
18세끼	1
개색끼	1
개같은	1
틀딱	1
공지이잉 ㅅㅂㅋㅋㅋ	1
누가 뭐래냐?|0	1
69sex	1
니 면상	1
"""걔시끼"","	1
18섹	1
개색히	1
개구라	1
잼민이	1
시스템은? 다 지 좆꼴리는대로 무법천지지	1
시발 정작 지네들 자식은 몸쓰는일 안시킬거면서 개지랄떠네 ㅋㅋㅋ|1	1
69timepornsex	1
니 왁꾸	1
"""걔시키"","	1
18쉐	1
개샥	1
개년	1
니엄마	1
일베새끼들은 그냥 무식한거 맞네 ㅋㅋ	1
용접협회 무시하지 마라. 저기 현장 고수및 용접에 관한 전문지식 가진 대학 교수 학자들 모임이다. 파워력 쎄다.|0	1
69섹스코리아	1
니 왁꾸 	1
"""걔썌"","	1
18쉑	1
개세	1
개놈	1
개돼지	1
내가 시키는거 가능? 닭 병신 종북짓한 병신 ㅇㅇ 해봐 ㅋㅋㅋ	1
너도 해|0	1
69클럽TV	1
좆지랄	1
"""거시기"","	1
18시끼	1
개세끼	1
개뇬	1
엄뒤련	1
꺼져라 씨발 검머외 새끼들아	1
안하는 애들도 결국 학업에 흥미를 못 느꼈다는거니까|0	1
섹스코리아	1
-틀-	1
"""걸레"","	1
18시키	1
개세이	1
개대중	1
개씨발	1
나도 존나맛없어서 다 버리고 햄버거 시킨거 리뷰 올린적 있는데? 내꺼 찾아서 보내도 레전드겠노ㅋㅋㅋㅋ씨발 맛없는 음식점은 다 장사접고 나가 죽어야함	1
니들 틀딱들 닭빨고 진빨고 중국빨고 그때그때 빠는새끼들임 닭이 친중하면 중국도 빨고 오성홍기절하고 아님? 억울하면 논리적으로 반박을 해 ㅋ|1	1
ADULTMANA	1
닥쳐	1
"""게색기"","	1
18쎄리	1
개섹	1
개독	1
어매터진련	1
눈주변 시컴한 인간들치고 정상인 없더라	1
그냥 홀딩하세요|0	1
AVmolca	1
shut up	1
"""게색끼"","	1
18쒜끼	1
개섺	1
개돼중	1
어매	1
대가리를 밟혀봐야 정신드는 유형	1
만 나이 공식화도|0	1
AV갤러리	1
뒤져	1
"""고추"","	1
18쒜리	1
개셃	1
개랄	1
저새끼뭐야?	1
왜 연돈만 저지랄이냐? 예전에 그 튀김덮밥집도 존나 칭찬했는데 거기도 줄서냐	1
꼴리지는 않고 그냥 존나 귀엽다 |1	1
AV재팬	1
뒈져라	1
"""고츄"","	1
18쒝끼	1
개셋키	1
개보지	1
갮샚낎	1
전라남도 안정권 홍어새끼 좆이나 빠는새끼가 가세연을 까노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	1
그냥 선거철에 지 지지자 결집시키는거임 자기 지지층엔 아시아인이 별로 없고 이민자들 싫어하는 사람들이 대부분이니까|0	1
AdultSearch	1
된장년	1
"""곧츄"","	1
18씨끼	1
개셐	1
개뻥	1
버러지년	1
선동질  당하는  니네가  불쌍타 ㅠ	1
오마쥬가 뭔진 앎?|0	1
AdultSexshop	1
김치년	1
"""곧휴"","	1
18운영자	1
개소리	1
개뿔	1
버1러지	1
제발 못배운티좀 내지말아라	1
4카 성공|0	1
Adulthumor	1
걸레년	1
"""곶츄"","	1
2C8	1
개쇄끼	1
개새	1
버러1지	1
아니 시발 이걸 정보라고	1
쓰레기들은 휴지통으로|0	1
Adultzone	1
호쌍세	1
"""곶휴"","	1
2C팔	1
개쇅	1
개새기	1
버러지	1
자원으로 연명하는 나라라서 교육수준이 ㄱㅆㅎㅌㅊ임	1
크로캅이 본야스키 개털던거 생각나네 ㅋㅋㅋㅋㅋㅋ진짜 개잡듯 잡아팼지 ㅋㅋㅋㅋ전직 은행원 본야스키 ㅋ|1	1
Bojyty	1
호로	1
"""광뇬"","	1
2girls1cup	1
개쇅갸	1
개새끼	1
없냐?	1
개븅신 저능아는 너고 이 병신 새끼야 ㅋㅋㅋㅋㅋㅋㅋㅋ	1
용팔이|0	1
Bozicam	1
쌍논	1
"""구녕"","	1
2씨8	1
개쇅기	1
개새키	1
애미뒤진련아	1
딴따라들 노가다 딱한번 뛰고오면 자살같은건 배부른걸 느낄건데	1
그러니깐 딜도로 쑤셔박아야한다는거지?|1	1
GO588TV	1
쌍놈	1
"""구라"","	1
4KKASI	1
개쇅꺄	1
개색기	1
엄마뒤진련아	1
어차피 여자는 성공한 남자의 전리품에 불과하다	1
그래서 씨발롬아 PC가 나쁘다는 거야 좋다는 거야?|1	1
GO섹시클럽	1
쌍년	1
"""구멍"","	1
4까C	1
개쇅끼	1
개색끼	1
개터졌노	1
뚜렛사슴 ㅁㅊㄴㅋㅋㅋㅋ 잘봤다 나도 주위 눈치가보여서그렇지 일본여행가고싶어 죽겠다 추운날 온천담그고싶노	1
미쳤나 진짜 시발|1	1
HOTWEB	1
엠창년	1
"""그년"","	1
4까시	1
개쇅캬	1
개색키	1
ㅈㄴ	1
개새끼가 처음에 잠복한거 다 알아보고 할수없이 놀아주는거네 ㅋㅋ속으로 하...저병신년 또 저지랄이네 했을듯	1
"나 키 183인데 사람들끼리있을때 누가 자기키 177이라하면 나는 ""어? 내키는 175인데?""해주면 주변사람들이 오오 너희 둘이 키재봐라 하는데 키재면 내가 더큼 ㅋㅋㅋ 슬퍼하는모습보는거 개꿀잼|0"	1
HOTZONE	1
인망세	1
"""그새끼"","	1
69전문	1
개쇅키	1
개색히	1
ㅈ1ㄴ	1
젖탱이는 인정 , 자연산에 크기도 존나 크고 모양도 , 문제는 면상	1
아..이분 볼때마다 심장이 뭉클해지네|0	1
HardcorePorno	1
에로망간	1
"""까러"","	1
ac발	1
개쇗	1
개섀끼	1
@ㅐ미	1
버러지들	1
ㄹㅇ 시위 진압 ㅆㅅㅌㅊ였음|0	1
IJSEX	1
에로망가	1
"""깔어"","	1
ac팔	1
개쇗기	1
개세	1
개새끼	1
우주의 기운이나 받아라 멍충아	1
정재야 니 와그라노|0	1
IJ라이브	1
똥오줌	1
"""꺼져"","	1
anal	1
개쇠리	1
개세끼	1
개돼지	1
한번씩 바람쐬러 일본가는 데 일본 가보니깐 동네마다 복싱 체육관이 있더라 오사카 나니와구 가니깐 존나 후미진 공단에도 복싱체육관있음 진짜 울나라 80년대 쓰던 파랑색 날개 처 돌아가는 선풍기 하나 달린 개거지 같은 체육관에서 복싱하고 있는 거 봤다 개쪽바리 새끼들보면 복싱 엄청 좋아하는 듯복싱만화도 많고 이렇게 복싱 씹덕들이 많으니 발달 할 수 밖에 없는 것 같은데 그래봤자 뭐하냐핵폭탄 처 맞고 살가죽 녹아내린 새끼들인데	1
뭔가 잘못이해한거같은데 문희상 천황드립이란 소린 문희상이 천황으로 말해서 잘못했다는게 아니라(애초에 일왕이라고 함) 지금 천황이 전범 아들이니까 위안부에게 직접 사과시켜야한다는 말이 불러올 파장을 생각도 못하고 경솔하게 대처해서 빌미를 줬다는 말이야|0	1
IJ생방송	1
폰허브	1
"""껃여"","	1
annal	1
개쉐	1
개세이	1
응 결혼해서 애낳는순간 칼각이고 지랄이고 그런 습관 다 없어짐.  돌아서면 아기가 씨발 다 해쳐놓는데 무슨 정리는 얼어죽을 정리	1
