text,label
그러구 아 현대는 뭔가 너무 쪼금 뽑아가지고 될 거 같지가 않구 그럼 언 언니는 홈쇼핑 피디 준비를 오래 했다 그랬잖아요.,0
그림체가 너무 예쁘고,0
아니면 캐슬에서 라면.,0
낮에 쪼끔 봤으면은.,0
아 그 공모전? 공모전. 인스타는 라이프 플러스.,0
들어봤는데? 그거 그 일제시대 때 그 사람이지?,0
아니. 나가는데 너무 늦어.,0
아 그럼 뒷자린 잘 안 들려. 그럼 인제 환불 들어가고.,0
응 지금 이론이니까.,0
나 알잖아. 원래 빠꾸 없는 거,0
아이 게임 얘기하면은 사실 빼놓을 수 없는 게 있지 스타,0
선입견 같은 걸 심여줬나. 이 생각 했었어.,0
그런 경우는 출생신고를 안 하는 경우가 생각보다 많고 지금도,0
아이까 너 좀 상식으로 알고 있으라. 그리고 이게 왜 비싸졌냐면 팀 쿡이 버버리 CTO를 데려오면서 여기서 CTO는 약간 재무 관련한 일을 한 사람인데,0
나는 그 뭐지? 그거 사줬잖아.,0
허? 진짜요? 네 맛있는 에 데 맛있는데 가야 돼요.,0
응.,0
마라탕 투어하는 것 같애. 니네.,0
지하철이 젤 빨라.,0
드라마라기보다는 TV에 있는 모든 프로그램에 뉴스든 예능이든 드라마든 까 어 정말 깜짝 놀랄 정도거든.,0
되게 잘 했나 부다. 나 시사 상식 문제 물어봤을 때 진짜 당황해가지고 따른 대학교 지원 동기 그런 거 했던 거에서 다 짜집기해서 말했는데 내가 봐도 이건 진짜 말도 안 되는 거 같은 거야. 그게 신한대야. 뭐지?,0
그렇잖 통계학과 문과일걸? 그래?,0
한시? 아 그때 그때 일어나가지구. 한 다섯시 다 돼서 한 거 같은데 아닌가? 어.,0
야 우린 뛴 것도 아냐 우린 그냥 육 키로로 빨리 걷다가 한 이 분 빨리 뛰었다.,0
전부 다 정할 수 있어.,0
닌텐도 주가가 엄청 오르고 그것 때문에 다시 회복이 많이 됐거든요.,0
솔직히 세상에 하고 싶다고 할 그 직업을 하는 사람이 몇이나 될까?,0
아니 그 평일에는 자기 삼촌 회사에서 일하고 주말에는 골프장 알바하고.,0
저급하다고 뭔가 그렇게 생각하시는 그런 느낌이에요. 뭔가 대표님이 약간 지금 생각하시는 게,0
어제도 얘기했는데 어떻게 어시 때 그랬지. 우리 새벽 세 시에 털린 얘기 하면서 어떻게 어시 때 그랬지.,0
그 무슨 수 뭐라고 하지?,0
근데 문화는 진짜 존중해야지 자기네들이 무조건 왕이라고 그런 건 안되지.,0
아빠한테 미안하기도 하고. 근데 뭐.,0
너무 스트레스받아. 여행 가기 전에 여행 이미 갔다 온 거 같애.,0
맞아. 지금 그럴 생각이야.,0
오늘도 삼각 김밥 하나만 사달라고,0
스카이 캐슬 보면 스카이 캐슬 얘기해야,0
너 소아과 가면 진짜 애들 때리고 난리도 아니겠다.,0
그리고 이제 다 트럭에 얹고 트럭에 싣고,0
아 그것도 그렇고 키가 백구십이야. 근데 몸무게도 적당해 마른 것도 아니고 뚱뚱하지도 않아 달리기도 빨라. 근데 축구를 못 한다.,0
너가 이,0
놀러 오라구.,0
처음에는 학원 일한다 들었겠 들었거든 근데 지금은 잘 몰라.,0
나도 좋아.,0
그랬나 안데 그 컴퓨터를 내가 산 게 아니라 그냥 부모님께서 사신 거라.,0
가 엄마한테 나 그래서 나 너네 집에서 잔다고 뻥치고 갈라 했거든?,0
어? 뭔가 이십 만 원에 내가 하면은 이십 만 원은 내가 챙길 수 있겠다. 딱 이래가지고,0
그 정한이 얘기하는 거 아니야?,0
악기가 두 개야?,0
못해서 그래 못해 그래.,0
아 재밌지. 공기총 쏘는 거?,0
어. 괜찮겠네 그러면은. 주루마블이랑 윷놀이랑,0
응 망고랑 와플 맛있는데 둘 다.,0
외대가 예대라고 할만한 과가 딱히 없으니까 우리도.,0
그래서 어 쟤는 뭐지 이랬지 아 그 왜냐면 우리가 계단을 내려가는데 약간 뒤에 건물 뒤쪽에 막 낙엽 쌓이고 그런 데 있잖아. 거기서 걔가 담밸 피고 있는 거야.,0
거면 내가 야 니 열한 자리 가 봤지? 열한 자리. 검 거기에 내가 그 옆에 직원 있잖아. 내가 그 직원 역할을 할게. 같이 배워서,0
그럼 아 너 집 가서?,0
우리 어차피 뭘 먹긴 먹어야 될 거 같은데 나가가지고. 걸어가까? 상관없어. 근데 오늘 미세먼지 많긴 한데?,0
그 약간 뭐라 해야 되지? 다 맞아야 된다는 그런 관념?,0
그니깐 뭔가 속이는 기분이고 그리고 속여야 하는 것 같고,0
주변에서 너무 너 포함 비관적인 관계를 너무 많이 봐서 뭔가 생각이 없어져.,0
제주가 아니라 뭐 탔지? 아시아나? 아.,0
스테이크는 한 번에 세 조각으로 나눠서 잘 먹고 끝냈지.,0
친해질 뭐 노력도 하지 않는다 이딴 식으로 얘기해서 아 걔 볼 때마다 정말 너무 민망하더라고 음 그랬어.,0
심지어 그거 진짜 완전 서울에 있는 것도 아니고 밑에 있는 건데 진짜 이해가 안 갔어. 그때.,0
나는 뭐 너가 나한테 부럽다고 한 면에 대해서는 솔직히 난 크게 장점이라 생각 안 해. 가 타고났다 생각해. 어릴 때부터,0
아니 그래도,0
솔직히 니네 학교 쫌 멀긴 해 싫어 어. 알았어. 나는 놀러 갈게 가까우니까 아 좋아 행복하다 제대로 된 식사를 하러 갑니다. 아 고기 사주면 안 돼?,0
맞아. 이민자가 엄청 많지.,0
맨시티 리버플 홈이었어?,0
저기 우송 그 근천가? 우송 정보대 간호학과,0
자주 화해하고 남동생이랑 여행 가는 거 좋아해서 그냥 그랬던 거 같애요.,0
싸이버거에 비해서? 어,0
그래서 자기 토요일 낮에 자기도 안 될 거 같다고 그래서 내가 그럼 언니 수목 수목에 우리 끝날 생각해야 된다고. 수목에 끝나고 토요일 밤에 끝날 생각해야 된다고.,0
군대에 있는 거보단 학교가 있는 게 낫지. 학교를 졸업하면 좋은 시절이 다 가는 거지.,0
아 뭐 꼭 서울 안 데려다주더라도 뭐 너 말대로 그냥 우리 집까지 와가지고 버스 타고 가도 되니까.,0
암컷인데 걔가 훨씬 못생겼어. 레오는 수컷인데 걘 쫌 이쁘게 생겼어 귀엽게 근데 레인이.,0
응.,0
밥 먹으러 가까?,0
직원은 다 바껴있었겠지?,0
너 말이 맞다.,0
갑자기 생각난 건데 내가 술 얘기하다가 말았잖아. 근데 애들이 막 술 쓰다고 해가지고 무슨 칵테일 같은 거?,0
그러면은 굳이 의미가 없을 거 같은데?,0
그 소리 들어감 안 돼.,0
더 재밌는 부분도 있는 거 같애.,0
갔다 와 보자.,0
근데 한국사 능력 시험은,0
우린 이제 다 익혀 먹잖아. 으지 그런 그러다 보니까 이제 부드러운 고기만 먹다 보니까 이제 쓸 필요가 없어가지고 사랑니가 이제 이상하케 나기 시작하는 거거든.,0
어느 일이건 쉬운 건 없는 거 같애.,0
다 갈아엎지. 그렇지. 아 근데 걔가 좀 이상해.,0
어 좀 싫어할 사람은 좀 싫어하겠는데 증명을 굉장히 많이 하더라고 그까 뭐든지 증명을 해. 그래서 가르쳐 주는 거는,0
아 그 끝까지 해리 포터를 끝까지 보라고?,0
응. 너가 거기 간다길래 어쩔 수 없지. 뭐.,0
개 좋아하는데? 뭔 소리야.,0
그 나 생일도 근데 그날 알았어. 어 왜 이렇게 요새 생일이 그 카카오톡에 뜨잖아.,0
김제 같애? 그 그 정도는 아닐 거 아니야.,0
홍대 쪽에 피자몰?,0
끊임없이 꾸준히 봐야 되잖아.,0
베이스가? 아니면 독학이? 둘 다?,0
근데 뭐 패스트 그런 거 있지 않아? 유니버셜?,0
내년에 뭐 아는 동생 형? 뭐 브랜드 하는 사람들끼리 패션쇼를 할 거야.,0
응.,0
나 그거 못 봤는데 그 어떤 내용이야?,0
그 당시 우리가 또 어디 호텔이였더라? 그 리베라 호텔이였던 걸로 알고있는데 청담에 그때 되게 재밌었지. 그 때 우리 다같이 수영 했던 거 기억 나?,0
그래. 무료도 아니고 돈 주고 하는 건데 그거를 신청하고 안 갔다고 다음 못 보게 하면 걔네들이 손해야.,0
어떻게든지 말을 하게 되는 거 같애요. 그런데 상대방이 말을 알아듣기 위해서라도 내가 언어를 공불 해야 되잖아요. 그런 부분도 굉장히 중요한 것 같아요.,0
그거 하는데 그렇게 오랜 시간 안 걸리는데 그거를 막 진짜 돈 몇만 원씩 주고받고 하기가,0
지옥 불구덩이였어. 거기는,0
난 싫어 그래서 나 먼데 못 가겠어 갈려면은 돈을 벌어서 비지니스 석을,0
너는 회비가 얼마 정도 걷혔으면 좋겠어?,0
제 농사 있잖아요. 조그만 거 인제 뭐 파나 고추나 고런 거 심어서 그냥 여생을 지방에서 그냥 그냥 개 두 마리하고 제가 원래 동물 개를 좋아하거든요. 그래서 같이,0
어 뭐 가끔가다가 이제 일단 경기 일정 같은 거 보면서 내가 원하는 내가 보고 싶은 팀들 있잖아. 어 그 팀들 하이라이트 경기들 검색해가지고 보기도 하고 그렇지.,0
안데 공강 하루 좀 아까운 거 같애 그럴 거면은 저렇게 수요일 날 빡세게 안 듣지,0
나는 공감을 할 수 없지만 무거운 책가방 이랬어.,0
운동도 해야 되는데. 나 그거 하고 싶어. 핫 필라테스? 뭔지 알아? 필라테스,0
저번에도 일본 한번 갔다 오지 않았니?,0
거기서 너무 먹을 거를 많이 사서 우리 다 남긴 거 알지?,0
아 백수면 올래?,0
그런 사람드 있더라.,0
어 그렇지.,0
복지도 좋고,0
그럼 일본 갔다 오고 그다음 여행이 우리 저번에 갔다 온 여행이잖아. 코타키나발루.,0
근데 너는 서울 오잖아,0
아니 그때 말했던 거 다야 그게.,0
그리고,0
후퇴 핑에 후퇴라고 말하는 애는 걔가 처음이야.,0
어 너 그거 아냐? 봉제 인형 살인사건?,0
아무리 얘기해도 그 말을 못 알아듣드라 내 말을.,0
인까 걔 내가 사고 어떻게 났는지 얘기해줬나?,0
나 그거 나 진짜 싫어. 그거 볼 때마다 어우 속으로 옷이 저것밖에 없나? 왜 보통 뭐 탑텐이랑 유니클로 가면 사진 많잖아.,0
나는 개강 안 하는데? 너나 말해봐.,0
나도 감.,0
애초에 기본이 오 씨 오 씨 씨랑 오십인 거야 단위가. 보톡슨 오십 윤곽은 오 씨 씨,0
우리 영화관 가 피자 사 들고 영화 보러 가고 이랬잖아.,0
그러게 저희 근데 뭐 맨날 하는 얘기가 뭐 너무 뜨거운 물을 많이 써서 없다 막 그런 얘기하는데.,0
약간 고기 팔고 남은 고기로 다져가지고 돈가스 판 거 아니야?,0
오사카에 먹을 거 많드라.,0
허리 아픈 게 정상은 아니니까 보통 많이 걸으면은 다리가 아파야지 허리가 아픈 거는 약간 위험한 거니까.,0
맞아. 근데 내가 그걸 오늘 아침인가? 어제 밤에 기사로 봤다. 근데 사람들 다 그 다 내 친구들은 막 다 그 사람은 인스타 좋아요 눌르고 그런 거야. 그래서 어? 근데 이제 알지. 사람들이 다 학교 폭력 한 거 알았으니까 다시 쉬쉬하지 않을까?,0
그래 가지고 엄마가 엄마가 깨워줘서 일어났어 아 몰라 알람을 맞췄는데 너무 피곤하드라고 내가 그저께 진짜 세시간 세시간도 안 잤어 계속 경쟁률 확인하다가 건대가 너무 애매한 거야 이게 솔직히 한 확률이 사 분에 일만 돼도 넣겠는데 사 분에 일이 안돼 한 진짜 한 십 오 퍼센트 정도 그래서 너무 애매해서.,0
버드박스 봤지 그럼 그거 상단에 뜨자마자 봤는데 그것도 굉장히 좀 재밌게 나도 잘 봤었어. 넌 어떻게 봤어?,0
저보다 더 예리한 사람이 저한테 반문을 할 수가 있거든요.,0
어 통통.,0
아 그 배우가 너무 귀엽더라고 성격이.,0
근데 그거는 어 그거는 그럼 어디서 봐?,0
아니 그 예은이가 도와준다 했지 않았냐?,0
뭔가 좀 손핸데 엄마꺼만 이렇게 높아지구 있구,0
꾹 눌러서 홈버튼 누르는 거.,0
다른 주제 꺼내라.,0
그 뒤로 안 가봤어.,0
돈이 있어야 택실 탄다니까.,0
어 원래 끈질기게 얘기해야지. 한두 번 툭툭 던질 바에는,0
뭐 일 년 휴학했다고 하더라도. 그러니까 좀 현자 타임이 온 거 같애.,0
책이 많았어. 엄청. 생각보다 책이 되게 많았어. 읽 읽게 만들고 싶은 책도 많았고 뭔가 봤을 때 우와 읽고 싶다 이런 책들이 되게 많았어.,0
응. 그러니까요 그래서 먹었는데 오랜만에 먹으니까 맛있더라고요.,0
어 막 근데 사람이 너무 많아 나도 나 한 열 두 시 반부터 점심시간이니까 사람이 너무 많아갖고 저번에는 위에 갔었어. 그 현백 위층 팔 층에 식 그 식당가 있잖아. 어 무슨 그냥 짜장면 먹었어. 위에서 먹을 게 없어가지곰 그거 먹고 막,0
그 뭐지? 돈키호테로 갈려 그랬어. 하카타 역에 근데 그 아마 돈키호테가 그 캐널시티에 그 분수 쇼가 하필 새해라서 안 연다는 거야.,0
성격 개조해야 돼,0
앗 나는 그게 안 돼.,0
응. 그래서 엽떡이랑 진짜 맛도 다르지 않았어? 다른 매움이지 않았어?,0
수능을 열아홉 살에 봐.,0
하 근데 그렇게 하면 또 보고싶은 공연이나 영화있으면 못 보고 이러니까,0
언제 가게. 아예 안 가게?,0
그러네 그럴 수 있겠다. 그런 쪽으로 생각을 해본 적이 한 번도 없었어.,0
그 네이버에서 인스타그램 뭐 이렇게 해 가지구 인스타그램 사용처럼 해서 만든 거 SNS에 있었잖아. 폴라? 그거 지금도 되나? 나는 그거를 그때 약간 네이버에서 차세대 뭐 어쩌고 그 해가지고 되게 좀 밀었어서 이제 시작을 잠깐 해볼라 그랬는데 그렇게 의미가 없는 거 같애가 접었다,0
그럼에도 불구하고 그렇게 하더라고. 그래가지고 CCTV를 보고 있다 좀 더 신경 써줬음 좋겠다 몸이 안 좋니? 자는 건 좀 아닌 거 같애 이렇게 한 번 두 번 얘기를 하다가,0
안 오셔도 되는데요!,0
연락하는 여자 있어.,0
어쩌다가 갑자기 그렇게?,0
우리 아빠도 그거 했다가 원래는 두 달 두세달 계속 쉬어야 되는데 바로 일 나가가지고 그거 다 뿌러지고.,0
금 우리 무용과 누구누구다 막 이런 하면 거기 애들 건들지 마라 은까 우리가 선배들이 다 가드쳐줬어 오빠들이.,0
근데 걔가 진짜 웃겼어.,0
안데 아 진짜 아 타투를 맘 같아선 하고 싶은데 취업할 때 진짜 이게 심각하게 막 본대,0
아까 안 들었어?,0
아마 이쪽에 내가 알기로는 나도 원래 옛날부터 계속 간장 새우 너무 먹고 싶은 거야. 근데,0
아 어 나도. 나도 피지 말라곤 하는데,0
가 배고픈 거 으서 아까 우리 우리 거기 잠실에 오면 던킨도너츠가 있어서 요만한 거 세 개 먹고 와서 너무 배가 고프더라고. 어제 저녁에두,0
어 야 구십 일 도 정도면 나 방탄 이런 사람들은 구십 팔 펀가 구십 구 퍼까지도 갔었어.,0
아 이거 되게 어색하네요.,0
홀서빙 안 하지.,0
